customer_id,customer_name,email,signup_date,segment,province
C003885,Customer_3885,customer_3885@example.com,2020-10-23,Returning,SK
C006242,Customer_6242,customer_6242@example.com,2020-10-23,New,NS
C002433,Customer_2433,,2020-10-23,Returning,NL
C002095,Customer_2095,customer_2095@example.com,2020-10-23,Returning,AB
C001778,Customer_1778,customer_1778@example.com,2020-10-24,Returning,PE
C009573,Customer_9573,customer_9573@example.com,2020-10-24,New,NL
C004220,Customer_4220,customer_4220@example.com,2020-10-24,New,SK
C006748,Customer_6748,customer_6748@example.com,2020-10-24,New,MB
C009146,Customer_9146,customer_9146@example.com,2020-10-24,High Value,NL
C001556,Customer_1556,customer_1556@example.com,2020-10-24,New,PE
C008820,Customer_8820,customer_8820@example.com,2020-10-25,High Value,NL
C008329,Customer_8329,customer_8329@example.com,2020-10-25,New,NB
C007745,Customer_7745,customer_7745@example.com,2020-10-25,High Value,NB
C001936,Customer_1936,customer_1936@example.com,2020-10-25,Returning,AB
C005042,Customer_5042,customer_5042@example.com,2020-10-25,Returning,MB
C009327,Customer_9327,customer_9327@example.com,2020-10-25,New,NL
C001076,Customer_1076,customer_1076@example.com,2020-10-26,Returning,ON
C006470,Customer_6470,customer_6470@example.com,2020-10-26,Returning,NS
C000350,Customer_350,customer_350@example.com,2020-10-27,New,ON
C001941,Customer_1941,customer_1941@example.com,2020-10-27,Returning,SK
C006127,Customer_6127,customer_6127@example.com,2020-10-27,New,NL
C007068,Customer_7068,customer_7068@example.com,2020-10-27,High Value,NL
C003271,Customer_3271,customer_3271@example.com,2020-10-27,Returning,ON
C000623,Customer_623,customer_623@example.com,2020-10-28,Returning,NB
C001850,Customer_1850,customer_1850@example.com,2020-10-28,High Value,NS
C000041,Customer_41,customer_41@example.com,2020-10-28,New,PE
C005392,Customer_5392,customer_5392@example.com,2020-10-29,High Value,PE
C008748,Customer_8748,customer_8748@example.com,2020-10-29,Returning,NS
C001637,Customer_1637,customer_1637@example.com,2020-10-29,New,NS
C001078,Customer_1078,customer_1078@example.com,2020-10-29,New,SK
C007737,Customer_7737,customer_7737@example.com,2020-10-29,New,ON
C005620,Customer_5620,customer_5620@example.com,2020-10-29,Returning,NB
C004367,Customer_4367,customer_4367@example.com,2020-10-30,Returning,NL
C000467,Customer_467,customer_467@example.com,2020-10-30,Returning,MB
C004379,Customer_4379,customer_4379@example.com,2020-10-30,New,AB
C002596,Customer_2596,customer_2596@example.com,2020-10-30,High Value,PE
C005381,Customer_5381,customer_5381@example.com,2020-10-30,Returning,AB
C000168,Customer_168,customer_168@example.com,2020-10-31,Returning,NB
C008377,Customer_8377,customer_8377@example.com,2020-10-31,New,NB
C002297,Customer_2297,customer_2297@example.com,2020-11-01,Returning,NS
C009418,Customer_9418,customer_9418@example.com,2020-11-01,Returning,QC
C003690,Customer_3690,customer_3690@example.com,2020-11-01,High Value,NL
C007470,Customer_7470,customer_7470@example.com,2020-11-01,New,PE
C000703,Customer_703,customer_703@example.com,2020-11-02,New,NB
C002328,Customer_2328,customer_2328@example.com,2020-11-02,Returning,BC
C002200,Customer_2200,customer_2200@example.com,2020-11-02,Returning,PE
C005450,Customer_5450,customer_5450@example.com,2020-11-02,New,AB
C006461,Customer_6461,customer_6461@example.com,2020-11-02,Returning,NB
C003559,Customer_3559,customer_3559@example.com,2020-11-02,New,NB
C005888,Customer_5888,customer_5888@example.com,2020-11-03,High Value,AB
C009395,Customer_9395,customer_9395@example.com,2020-11-03,Returning,NL
C002940,Customer_2940,customer_2940@example.com,2020-11-04,Returning,AB
C009945,Customer_9945,customer_9945@example.com,2020-11-04,Returning,MB
C006183,Customer_6183,customer_6183@example.com,2020-11-05,Returning,AB
C003562,Customer_3562,customer_3562@example.com,2020-11-05,New,NS
C000685,Customer_685,customer_685@example.com,2020-11-05,Returning,NB
C001193,Customer_1193,customer_1193@example.com,2020-11-06,New,NB
C004372,Customer_4372,customer_4372@example.com,2020-11-06,New,SK
C003180,Customer_3180,customer_3180@example.com,2020-11-06,New,SK
C005299,Customer_5299,customer_5299@example.com,2020-11-06,Returning,PE
C000262,Customer_262,customer_262@example.com,2020-11-07,Returning,NB
C002534,Customer_2534,customer_2534@example.com,2020-11-07,New,NS
C004682,Customer_4682,customer_4682@example.com,2020-11-07,New,SK
C005377,Customer_5377,customer_5377@example.com,2020-11-07,Returning,MB
C000704,Customer_704,customer_704@example.com,2020-11-08,Returning,SK
C007364,Customer_7364,customer_7364@example.com,2020-11-08,Returning,NS
C001433,Customer_1433,customer_1433@example.com,2020-11-08,New,BC
C002450,Customer_2450,customer_2450@example.com,2020-11-09,Returning,MB
C008472,Customer_8472,customer_8472@example.com,2020-11-09,Returning,ON
C009277,Customer_9277,customer_9277@example.com,2020-11-09,Returning,AB
C002051,Customer_2051,customer_2051@example.com,2020-11-10,High Value,SK
C002103,Customer_2103,customer_2103@example.com,2020-11-10,Returning,QC
C007036,Customer_7036,customer_7036@example.com,2020-11-10,High Value,PE
C005096,Customer_5096,customer_5096@example.com,2020-11-11,Returning,NB
C006284,Customer_6284,customer_6284@example.com,2020-11-11,New,MB
C006957,Customer_6957,customer_6957@example.com,2020-11-11,Returning,NB
C001032,Customer_1032,customer_1032@example.com,2020-11-11,Returning,AB
C000908,Customer_908,customer_908@example.com,2020-11-12,Returning,BC
C006368,Customer_6368,customer_6368@example.com,2020-11-13,High Value,NL
C006345,Customer_6345,customer_6345@example.com,2020-11-13,Returning,NS
C003289,Customer_3289,,2020-11-13,New,BC
C005961,Customer_5961,customer_5961@example.com,2020-11-14,New,NS
C006719,Customer_6719,customer_6719@example.com,2020-11-14,Returning,AB
C008595,Customer_8595,customer_8595@example.com,2020-11-14,Returning,BC
C002931,Customer_2931,customer_2931@example.com,2020-11-14,New,NB
C004634,Customer_4634,customer_4634@example.com,2020-11-14,New,NB
C003097,Customer_3097,customer_3097@example.com,2020-11-14,New,NL
C005073,Customer_5073,customer_5073@example.com,2020-11-14,New,AB
C003761,Customer_3761,customer_3761@example.com,2020-11-14,Returning,ON
C000411,Customer_411,customer_411@example.com,2020-11-14,New,PE
C000544,Customer_544,customer_544@example.com,2020-11-14,Returning,NB
C006423,Customer_6423,customer_6423@example.com,2020-11-14,Returning,SK
C003950,Customer_3950,customer_3950@example.com,2020-11-15,New,PE
C003052,Customer_3052,customer_3052@example.com,2020-11-15,Returning,SK
C008148,Customer_8148,customer_8148@example.com,2020-11-15,New,PE
C005486,Customer_5486,customer_5486@example.com,2020-11-15,Returning,BC
C002370,Customer_2370,,2020-11-16,High Value,ON
C003196,Customer_3196,customer_3196@example.com,2020-11-16,Returning,BC
C009669,Customer_9669,customer_9669@example.com,2020-11-17,New,MB
C002478,Customer_2478,customer_2478@example.com,2020-11-17,New,BC
C000761,Customer_761,customer_761@example.com,2020-11-17,New,NL
C007288,Customer_7288,customer_7288@example.com,2020-11-18,Returning,AB
C000230,Customer_230,customer_230@example.com,2020-11-18,New,ON
C008456,Customer_8456,customer_8456@example.com,2020-11-18,Returning,QC
C002147,Customer_2147,customer_2147@example.com,2020-11-18,New,BC
C003888,Customer_3888,customer_3888@example.com,2020-11-18,Returning,PE
C003088,Customer_3088,customer_3088@example.com,2020-11-18,New,NL
C000661,Customer_661,customer_661@example.com,2020-11-18,Returning,MB
C002248,Customer_2248,customer_2248@example.com,2020-11-18,New,BC
C003787,Customer_3787,customer_3787@example.com,2020-11-18,Returning,NS
C005303,Customer_5303,,2020-11-19,Returning,NB
C004773,Customer_4773,customer_4773@example.com,2020-11-19,Returning,BC
C001405,Customer_1405,customer_1405@example.com,2020-11-19,New,NL
C003792,Customer_3792,customer_3792@example.com,2020-11-19,High Value,NB
C005493,Customer_5493,customer_5493@example.com,2020-11-19,High Value,SK
C004226,Customer_4226,customer_4226@example.com,2020-11-20,High Value,ON
C006185,Customer_6185,customer_6185@example.com,2020-11-21,New,MB
C007831,Customer_7831,customer_7831@example.com,2020-11-21,New,QC
C008180,Customer_8180,customer_8180@example.com,2020-11-21,High Value,MB
C008975,Customer_8975,customer_8975@example.com,2020-11-21,New,PE
C006723,Customer_6723,,2020-11-21,Returning,MB
C009621,Customer_9621,customer_9621@example.com,2020-11-22,Returning,NB
C009654,Customer_9654,customer_9654@example.com,2020-11-22,Returning,PE
C003824,Customer_3824,customer_3824@example.com,2020-11-22,Returning,QC
C006553,Customer_6553,,2020-11-23,Returning,AB
C006863,Customer_6863,customer_6863@example.com,2020-11-23,High Value,ON
C000392,Customer_392,customer_392@example.com,2020-11-23,New,NB
C008105,Customer_8105,customer_8105@example.com,2020-11-23,New,NL
C005391,Customer_5391,customer_5391@example.com,2020-11-23,Returning,NS
C000251,Customer_251,,2020-11-23,Returning,SK
C009806,Customer_9806,,2020-11-24,Returning,PE
C000349,Customer_349,customer_349@example.com,2020-11-25,Returning,NL
C002483,Customer_2483,customer_2483@example.com,2020-11-25,Returning,NS
C004628,Customer_4628,customer_4628@example.com,2020-11-25,New,PE
C004391,Customer_4391,customer_4391@example.com,2020-11-25,Returning,AB
C008844,Customer_8844,customer_8844@example.com,2020-11-25,Returning,NL
C008103,Customer_8103,customer_8103@example.com,2020-11-26,Returning,NB
C001106,Customer_1106,customer_1106@example.com,2020-11-26,High Value,SK
C003087,Customer_3087,customer_3087@example.com,2020-11-27,High Value,MB
C009196,Customer_9196,,2020-11-27,Returning,AB
C008442,Customer_8442,customer_8442@example.com,2020-11-27,New,AB
C004168,Customer_4168,customer_4168@example.com,2020-11-27,New,PE
C005474,Customer_5474,customer_5474@example.com,2020-11-27,High Value,BC
C000469,Customer_469,customer_469@example.com,2020-11-27,Returning,PE
C002613,Customer_2613,customer_2613@example.com,2020-11-27,Returning,BC
C000564,Customer_564,customer_564@example.com,2020-11-27,New,BC
C006136,Customer_6136,customer_6136@example.com,2020-11-28,High Value,SK
C004929,Customer_4929,customer_4929@example.com,2020-11-28,Returning,NB
C002926,Customer_2926,customer_2926@example.com,2020-11-29,New,BC
C008702,Customer_8702,customer_8702@example.com,2020-11-29,New,AB
C000023,Customer_23,customer_23@example.com,2020-11-29,High Value,BC
C003935,Customer_3935,,2020-11-30,High Value,NS
C000635,Customer_635,customer_635@example.com,2020-11-30,New,AB
C005329,Customer_5329,customer_5329@example.com,2020-11-30,New,QC
C005618,Customer_5618,customer_5618@example.com,2020-12-01,Returning,AB
C007423,Customer_7423,customer_7423@example.com,2020-12-01,Returning,MB
C003099,Customer_3099,customer_3099@example.com,2020-12-01,Returning,QC
C006300,Customer_6300,customer_6300@example.com,2020-12-01,Returning,NL
C000912,Customer_912,customer_912@example.com,2020-12-01,New,PE
C002385,Customer_2385,customer_2385@example.com,2020-12-01,New,PE
C009179,Customer_9179,,2020-12-02,Returning,SK
C007370,Customer_7370,customer_7370@example.com,2020-12-02,New,PE
C006078,Customer_6078,customer_6078@example.com,2020-12-02,Returning,NL
C008113,Customer_8113,customer_8113@example.com,2020-12-03,New,NS
C005271,Customer_5271,customer_5271@example.com,2020-12-03,Returning,BC
C003290,Customer_3290,customer_3290@example.com,2020-12-04,New,NS
C001432,Customer_1432,customer_1432@example.com,2020-12-04,Returning,QC
C008432,Customer_8432,customer_8432@example.com,2020-12-04,Returning,PE
C004408,Customer_4408,customer_4408@example.com,2020-12-05,New,BC
C001798,Customer_1798,customer_1798@example.com,2020-12-05,New,ON
C008854,Customer_8854,customer_8854@example.com,2020-12-06,New,NL
C006218,Customer_6218,,2020-12-06,New,SK
C001345,Customer_1345,customer_1345@example.com,2020-12-06,New,NL
C009443,Customer_9443,customer_9443@example.com,2020-12-06,New,NB
C005496,Customer_5496,customer_5496@example.com,2020-12-06,High Value,NB
C004156,Customer_4156,customer_4156@example.com,2020-12-06,High Value,NB
C008605,Customer_8605,customer_8605@example.com,2020-12-07,New,MB
C001960,Customer_1960,,2020-12-07,High Value,PE
C008506,Customer_8506,customer_8506@example.com,2020-12-07,Returning,SK
C004019,Customer_4019,customer_4019@example.com,2020-12-07,Returning,MB
C006681,Customer_6681,customer_6681@example.com,2020-12-08,Returning,ON
C003359,Customer_3359,customer_3359@example.com,2020-12-08,High Value,PE
C006671,Customer_6671,,2020-12-08,Returning,NS
C009016,Customer_9016,customer_9016@example.com,2020-12-08,Returning,NS
C002674,Customer_2674,customer_2674@example.com,2020-12-08,Returning,BC
C009594,Customer_9594,,2020-12-08,High Value,NB
C009083,Customer_9083,customer_9083@example.com,2020-12-08,New,MB
C002944,Customer_2944,customer_2944@example.com,2020-12-09,Returning,NB
C004491,Customer_4491,customer_4491@example.com,2020-12-09,New,NB
C006884,Customer_6884,customer_6884@example.com,2020-12-09,High Value,AB
C001534,Customer_1534,customer_1534@example.com,2020-12-09,New,ON
C006449,Customer_6449,customer_6449@example.com,2020-12-09,Returning,ON
C004564,Customer_4564,,2020-12-09,Returning,PE
C000253,Customer_253,customer_253@example.com,2020-12-09,New,MB
C009880,Customer_9880,,2020-12-09,Returning,QC
C006534,Customer_6534,customer_6534@example.com,2020-12-10,Returning,QC
C003776,Customer_3776,customer_3776@example.com,2020-12-10,New,NL
C003394,Customer_3394,customer_3394@example.com,2020-12-10,Returning,BC
C002738,Customer_2738,customer_2738@example.com,2020-12-10,Returning,MB
C003256,Customer_3256,,2020-12-10,New,SK
C002810,Customer_2810,customer_2810@example.com,2020-12-11,New,MB
C003045,Customer_3045,customer_3045@example.com,2020-12-11,High Value,AB
C008025,Customer_8025,customer_8025@example.com,2020-12-11,New,MB
C000072,Customer_72,customer_72@example.com,2020-12-11,New,ON
C001651,Customer_1651,customer_1651@example.com,2020-12-12,Returning,MB
C007260,Customer_7260,customer_7260@example.com,2020-12-12,Returning,NL
C004009,Customer_4009,customer_4009@example.com,2020-12-12,Returning,NL
C009976,Customer_9976,customer_9976@example.com,2020-12-12,Returning,NS
C009851,Customer_9851,customer_9851@example.com,2020-12-13,Returning,AB
C008414,Customer_8414,,2020-12-13,New,ON
C006250,Customer_6250,customer_6250@example.com,2020-12-13,Returning,SK
C004871,Customer_4871,customer_4871@example.com,2020-12-13,New,PE
C004448,Customer_4448,customer_4448@example.com,2020-12-13,Returning,AB
C009152,Customer_9152,customer_9152@example.com,2020-12-14,Returning,BC
C007886,Customer_7886,customer_7886@example.com,2020-12-14,High Value,QC
C001178,Customer_1178,customer_1178@example.com,2020-12-15,New,BC
C008437,Customer_8437,customer_8437@example.com,2020-12-15,New,NB
C001523,Customer_1523,customer_1523@example.com,2020-12-15,New,AB
C003194,Customer_3194,customer_3194@example.com,2020-12-16,High Value,QC
C006687,Customer_6687,customer_6687@example.com,2020-12-16,New,NS
C009295,Customer_9295,customer_9295@example.com,2020-12-17,Returning,SK
C004985,Customer_4985,customer_4985@example.com,2020-12-17,Returning,AB
C000523,Customer_523,customer_523@example.com,2020-12-17,Returning,AB
C003295,Customer_3295,customer_3295@example.com,2020-12-17,Returning,PE
C005969,Customer_5969,customer_5969@example.com,2020-12-17,Returning,NS
C001113,Customer_1113,customer_1113@example.com,2020-12-17,New,NS
C007800,Customer_7800,customer_7800@example.com,2020-12-17,Returning,SK
C002554,Customer_2554,customer_2554@example.com,2020-12-18,New,BC
C004248,Customer_4248,customer_4248@example.com,2020-12-18,New,PE
C006252,Customer_6252,customer_6252@example.com,2020-12-18,Returning,SK
C002993,Customer_2993,customer_2993@example.com,2020-12-18,New,AB
C004956,Customer_4956,customer_4956@example.com,2020-12-18,Returning,NS
C008044,Customer_8044,customer_8044@example.com,2020-12-19,Returning,MB
C002861,Customer_2861,customer_2861@example.com,2020-12-19,Returning,AB
C005781,Customer_5781,customer_5781@example.com,2020-12-19,Returning,NB
C004581,Customer_4581,customer_4581@example.com,2020-12-20,Returning,PE
C001115,Customer_1115,customer_1115@example.com,2020-12-20,Returning,AB
C002851,Customer_2851,customer_2851@example.com,2020-12-21,Returning,SK
C005763,Customer_5763,customer_5763@example.com,2020-12-21,New,SK
C000052,Customer_52,customer_52@example.com,2020-12-21,Returning,NB
C006519,Customer_6519,customer_6519@example.com,2020-12-21,New,AB
C007573,Customer_7573,,2020-12-21,Returning,MB
C005168,Customer_5168,customer_5168@example.com,2020-12-21,High Value,QC
C006382,Customer_6382,customer_6382@example.com,2020-12-22,New,PE
C002466,Customer_2466,customer_2466@example.com,2020-12-22,New,BC
C009258,Customer_9258,customer_9258@example.com,2020-12-22,Returning,QC
C002890,Customer_2890,customer_2890@example.com,2020-12-22,Returning,BC
C003182,Customer_3182,customer_3182@example.com,2020-12-22,Returning,NL
C003258,Customer_3258,customer_3258@example.com,2020-12-22,New,BC
C003693,Customer_3693,customer_3693@example.com,2020-12-22,New,NS
C008585,Customer_8585,customer_8585@example.com,2020-12-22,Returning,MB
C008756,Customer_8756,customer_8756@example.com,2020-12-22,High Value,PE
C006204,Customer_6204,customer_6204@example.com,2020-12-22,New,NS
C005911,Customer_5911,customer_5911@example.com,2020-12-24,Returning,ON
C003909,Customer_3909,customer_3909@example.com,2020-12-24,Returning,MB
C003837,Customer_3837,customer_3837@example.com,2020-12-24,Returning,SK
C004492,Customer_4492,,2020-12-25,High Value,QC
C004791,Customer_4791,customer_4791@example.com,2020-12-25,New,SK
C007948,Customer_7948,customer_7948@example.com,2020-12-25,Returning,BC
C003153,Customer_3153,customer_3153@example.com,2020-12-25,Returning,AB
C009502,Customer_9502,customer_9502@example.com,2020-12-25,High Value,ON
C001770,Customer_1770,customer_1770@example.com,2020-12-25,New,NS
C008581,Customer_8581,customer_8581@example.com,2020-12-25,New,AB
C005234,Customer_5234,customer_5234@example.com,2020-12-26,New,PE
C005465,Customer_5465,customer_5465@example.com,2020-12-27,New,ON
C001787,Customer_1787,customer_1787@example.com,2020-12-27,Returning,NS
C004656,Customer_4656,customer_4656@example.com,2020-12-27,High Value,SK
C005001,Customer_5001,customer_5001@example.com,2020-12-27,Returning,NL
C004844,Customer_4844,customer_4844@example.com,2020-12-27,Returning,NS
C006115,Customer_6115,customer_6115@example.com,2020-12-27,Returning,NL
C002094,Customer_2094,customer_2094@example.com,2020-12-27,Returning,MB
C002813,Customer_2813,customer_2813@example.com,2020-12-27,Returning,SK
C005280,Customer_5280,customer_5280@example.com,2020-12-28,High Value,NL
C005176,Customer_2745,customer_2745@example.com,2020-12-28,Returning,NL
C003024,Customer_3024,customer_3024@example.com,2020-12-28,Returning,BC
C006971,Customer_6971,customer_6971@example.com,2020-12-29,Returning,ON
C006915,Customer_6915,customer_6915@example.com,2020-12-29,High Value,MB
C004578,Customer_4578,customer_4578@example.com,2020-12-30,Returning,QC
C005943,Customer_5943,customer_5943@example.com,2020-12-30,Returning,BC
C009971,Customer_9971,customer_9971@example.com,2020-12-30,Returning,NB
C001704,Customer_1704,customer_1704@example.com,2020-12-30,New,AB
C005177,Customer_5177,customer_5177@example.com,2020-12-31,New,SK
C008191,Customer_8191,customer_8191@example.com,2020-12-31,New,ON
C007500,Customer_7500,customer_7500@example.com,2020-12-31,New,QC
C006709,Customer_6709,customer_6709@example.com,2020-12-31,Returning,PE
C006651,Customer_6651,customer_6651@example.com,2020-12-31,Returning,SK
C002815,Customer_2815,customer_2815@example.com,2020-12-31,Returning,ON
C004164,Customer_4164,customer_4164@example.com,2020-12-31,Returning,QC
C000102,Customer_102,customer_102@example.com,2020-12-31,New,NL
C009791,Customer_9791,customer_9791@example.com,2021-01-01,Returning,MB
C009301,Customer_9301,customer_9301@example.com,2021-01-01,High Value,ON
C003894,Customer_3894,customer_3894@example.com,2021-01-02,New,PE
C000009,Customer_9,customer_9@example.com,2021-01-02,Returning,SK
C008782,Customer_8782,customer_8782@example.com,2021-01-02,High Value,QC
C002349,Customer_2349,customer_2349@example.com,2021-01-02,New,AB
C003504,Customer_3504,customer_3504@example.com,2021-01-03,Returning,SK
C007913,Customer_7913,customer_7913@example.com,2021-01-03,New,ON
C009702,Customer_9702,customer_9702@example.com,2021-01-03,Returning,NS
C001364,Customer_1364,customer_1364@example.com,2021-01-03,New,MB
C001796,Customer_1796,customer_1796@example.com,2021-01-04,Returning,BC
C004886,Customer_4886,customer_4886@example.com,2021-01-04,High Value,NS
C009977,Customer_9977,customer_9977@example.com,2021-01-04,New,MB
C000664,Customer_664,customer_664@example.com,2021-01-04,New,NS
C005667,Customer_5667,customer_5667@example.com,2021-01-04,New,NL
C000653,Customer_653,customer_653@example.com,2021-01-04,Returning,PE
C007952,Customer_7952,customer_7952@example.com,2021-01-04,New,BC
C000224,Customer_224,customer_224@example.com,2021-01-04,New,QC
C008611,Customer_8611,customer_8611@example.com,2021-01-05,High Value,NB
C007261,Customer_7261,customer_7261@example.com,2021-01-05,Returning,NL
C002643,Customer_2643,customer_2643@example.com,2021-01-05,New,AB
C000339,Customer_339,,2021-01-05,High Value,QC
C004811,Customer_4811,customer_4811@example.com,2021-01-06,New,ON
C007493,Customer_7493,customer_7493@example.com,2021-01-06,Returning,BC
C007744,Customer_7744,customer_7744@example.com,2021-01-06,Returning,ON
C002773,Customer_2773,customer_2773@example.com,2021-01-06,New,ON
C003736,Customer_3736,customer_3736@example.com,2021-01-07,New,SK
C002765,Customer_2765,customer_2765@example.com,2021-01-08,Returning,PE
C005175,Customer_5175,customer_5175@example.com,2021-01-08,New,NL
C004570,Customer_4570,customer_4570@example.com,2021-01-08,Returning,PE
C001740,Customer_1740,customer_1740@example.com,2021-01-08,New,PE
C008402,Customer_8402,customer_8402@example.com,2021-01-09,Returning,NB
C009737,Customer_9737,customer_9737@example.com,2021-01-09,Returning,BC
C006174,Customer_6174,customer_6174@example.com,2021-01-09,High Value,AB
C005979,Customer_5979,customer_5979@example.com,2021-01-10,Returning,NB
C006615,Customer_6615,customer_6615@example.com,2021-01-10,High Value,AB
C002870,Customer_2870,customer_2870@example.com,2021-01-10,Returning,BC
C002496,Customer_2496,customer_2496@example.com,2021-01-10,Returning,ON
C005494,Customer_5494,customer_5494@example.com,2021-01-11,Returning,PE
C009095,Customer_9095,customer_9095@example.com,2021-01-11,New,SK
C003079,Customer_3079,customer_3079@example.com,2021-01-11,High Value,QC
C007753,Customer_7753,,2021-01-12,Returning,BC
C001872,Customer_1872,customer_1872@example.com,2021-01-12,Returning,ON
C003583,Customer_3583,customer_3583@example.com,2021-01-12,Returning,SK
C002474,Customer_2474,customer_2474@example.com,2021-01-12,Returning,NL
C006101,Customer_6101,customer_6101@example.com,2021-01-12,High Value,SK
C007604,Customer_7604,customer_7604@example.com,2021-01-12,New,ON
C004119,Customer_4119,customer_4119@example.com,2021-01-13,Returning,NB
C001474,Customer_1474,customer_1474@example.com,2021-01-13,Returning,QC
C003433,Customer_3433,customer_3433@example.com,2021-01-13,High Value,NL
C008320,Customer_8320,customer_8320@example.com,2021-01-13,New,MB
C007850,Customer_7850,customer_7850@example.com,2021-01-13,Returning,BC
C007255,Customer_7255,customer_7255@example.com,2021-01-13,New,NL
C001940,Customer_1940,customer_1940@example.com,2021-01-14,New,NS
C005625,Customer_5625,customer_5625@example.com,2021-01-14,Returning,SK
C003242,Customer_3242,customer_3242@example.com,2021-01-14,High Value,NS
C005864,Customer_5864,customer_5864@example.com,2021-01-14,New,MB
C006978,Customer_6978,customer_6978@example.com,2021-01-15,Returning,SK
C008129,Customer_8129,customer_8129@example.com,2021-01-15,Returning,AB
C002360,Customer_2360,customer_2360@example.com,2021-01-15,Returning,PE
C009956,Customer_9956,customer_9956@example.com,2021-01-15,New,QC
C009604,Customer_9604,customer_9604@example.com,2021-01-16,High Value,NS
C001072,Customer_1072,customer_1072@example.com,2021-01-16,New,BC
C003241,Customer_3241,customer_3241@example.com,2021-01-16,New,ON
C005313,Customer_5313,customer_5313@example.com,2021-01-16,Returning,NL
C004654,Customer_4654,customer_4654@example.com,2021-01-16,Returning,NL
C009482,Customer_9482,customer_9482@example.com,2021-01-17,Returning,QC
C005276,Customer_5276,customer_5276@example.com,2021-01-17,New,BC
C005690,Customer_5690,customer_5690@example.com,2021-01-17,High Value,NB
C005996,Customer_5996,customer_5996@example.com,2021-01-18,High Value,SK
C002277,Customer_2277,customer_2277@example.com,2021-01-18,New,AB
C007967,Customer_7967,customer_7967@example.com,2021-01-18,Returning,ON
C007894,Customer_7894,customer_7894@example.com,2021-01-18,New,NS
C007304,Customer_7304,customer_7304@example.com,2021-01-18,Returning,NB
C002523,Customer_2523,customer_2523@example.com,2021-01-18,Returning,NS
C004027,Customer_4027,customer_4027@example.com,2021-01-18,Returning,ON
C008751,Customer_8751,customer_8751@example.com,2021-01-19,Returning,NB
C006091,Customer_6091,customer_6091@example.com,2021-01-19,Returning,MB
C004673,Customer_4673,customer_4673@example.com,2021-01-19,High Value,BC
C001989,Customer_1989,customer_1989@example.com,2021-01-19,New,NS
C007482,Customer_7482,customer_7482@example.com,2021-01-20,Returning,NB
C004605,Customer_4605,customer_4605@example.com,2021-01-20,New,ON
C007334,Customer_7334,customer_7334@example.com,2021-01-20,New,AB
C003328,Customer_3328,customer_3328@example.com,2021-01-20,Returning,SK
C006417,Customer_6417,customer_6417@example.com,2021-01-21,Returning,MB
C003526,Customer_3526,customer_3526@example.com,2021-01-21,High Value,QC
C004996,Customer_4996,customer_4996@example.com,2021-01-21,Returning,NB
C008550,Customer_8550,,2021-01-21,New,BC
C003297,Customer_3297,customer_3297@example.com,2021-01-21,Returning,NL
C007463,Customer_7463,customer_7463@example.com,2021-01-21,New,ON
C001710,Customer_1710,customer_1710@example.com,2021-01-22,New,PE
C008985,Customer_8985,customer_8985@example.com,2021-01-22,High Value,PE
C004755,Customer_4755,customer_4755@example.com,2021-01-22,Returning,BC
C009511,Customer_9511,customer_9511@example.com,2021-01-22,High Value,BC
C007322,Customer_7322,customer_7322@example.com,2021-01-23,Returning,SK
C003232,Customer_3232,customer_3232@example.com,2021-01-24,New,NL
C005487,Customer_5487,customer_5487@example.com,2021-01-24,New,SK
C002470,Customer_2470,customer_2470@example.com,2021-01-25,Returning,PE
C004188,Customer_4188,customer_4188@example.com,2021-01-25,Returning,ON
C008193,Customer_8193,customer_8193@example.com,2021-01-26,New,SK
C004587,Customer_4587,customer_4587@example.com,2021-01-26,New,ON
C007610,Customer_2602,customer_2602@example.com,2021-01-26,High Value,BC
C000142,Customer_142,customer_142@example.com,2021-01-26,Returning,ON
C002734,Customer_2734,customer_2734@example.com,2021-01-26,New,MB
C005725,Customer_5725,customer_5725@example.com,2021-01-27,High Value,BC
C009296,Customer_9296,customer_9296@example.com,2021-01-27,High Value,QC
C002665,Customer_2665,customer_2665@example.com,2021-01-27,New,AB
C002462,Customer_2462,customer_2462@example.com,2021-01-27,Returning,BC
C009195,Customer_9195,customer_9195@example.com,2021-01-27,High Value,SK
C005040,Customer_5040,customer_5040@example.com,2021-01-27,Returning,NL
C003018,Customer_3018,customer_3018@example.com,2021-01-28,Returning,SK
C002839,Customer_2839,customer_2839@example.com,2021-01-28,Returning,NB
C001395,Customer_1395,customer_1395@example.com,2021-01-28,Returning,SK
C003683,Customer_3683,customer_3683@example.com,2021-01-28,Returning,BC
C003179,Customer_3179,,2021-01-28,Returning,NL
C009242,Customer_9242,customer_9242@example.com,2021-01-28,New,NS
C004556,Customer_4556,customer_4556@example.com,2021-01-29,New,QC
C009854,Customer_9854,customer_9854@example.com,2021-01-29,New,NS
C006389,Customer_6389,customer_6389@example.com,2021-01-29,New,MB
C009820,Customer_9820,customer_9820@example.com,2021-01-30,New,QC
C005752,Customer_5752,customer_5752@example.com,2021-01-30,New,ON
C005570,Customer_5570,customer_5570@example.com,2021-01-30,High Value,MB
C001582,Customer_1582,customer_1582@example.com,2021-01-30,Returning,NB
C007276,Customer_7276,customer_7276@example.com,2021-01-30,Returning,NL
C005353,Customer_2553,customer_2553@example.com,2021-01-30,New,BC
C003586,Customer_3586,customer_3586@example.com,2021-01-30,New,MB
C008576,Customer_8576,customer_8576@example.com,2021-01-30,High Value,MB
